addr,tot
SZQdM7ibEajrCzDjH9bXapNrz6doqMaX9B,280.0
SbLwZ7X7FVGt3yMXbTwsZoGuYFa8dDLk6q,273.71486778
SafNyqx3wGmDT3KZchMQBD93kqBhinuaZF,268.35769231
SQpvjJNHwEFtxuhxduvM72GusvpF41o2Hs,266.50028998
SRFMGWAfxsZFZjsY4QN7Uxq3mjGmi4JYST,256.8
SfNY9Mk6nNwzZuZWvHLxZUQDwsMXq8AVJL,256.37030832
SR69KUjxZGV1t5aA6TLEnT3TKtYaSmQeFB,251.27997669
SYJQStapNbUfUa1qHkzh2VUMZAz1LNb494,242.13391335
STm57Hsdq34Z4YbeBGtGNSLgN8aD68DJF3,240.77239365
SidyBbYLuPhRFZ2djoogxwth3y8xNHLaYJ,238.948625
SX9QSGoDuTh9eWTrJQxFmr9qRd21gnnu1S,233.11555667
Sa5S8qTkLjesiQqTtJUaDMKwnowwXXT5oV,231.74265667
SdmJeZ9ZVBDs3MoKi4uMyFYLv3JnpxP2TR,230.01001616
SaasqiwBjj7Eo2YzE7uKucUcxHqf3MjhCF,229.87975835
SYSbdSdtdek926SQ3oPrbBfhpdrKJM8F7P,223.93286834
SipxPo5WhWmbjZUgdKesoHgkJqfGAYRDfK,223.8
Si2gCdzxirjHVzM8sZgtx2dpKu66J68mpg,221.8
SRGmhQU1ju9D4y31mEqi6QrTAcqcbxHun7,219.8
SbD92UkdAGoxZC6UM3wXWqRfdWsJH2uieC,211.84006625
SPYegCJ7JgMXHtgFwpPCSpMPSBJRvEAeDY,207.17741539
Seqe4X55o2JfdFeMBbhSsNVzf6Ub2m1pQC,205.52733168
SNvdraURkoYJnS2smZw1VMw3C3o8sxspAY,202.69763498
SSgcvxRxx27oQMg6xrEstWEo5CQtgLjz97,202.44717168
SZd9BLL3bmgps6SJ7ucDmq5JxoaBiZN4c3,200.0
SQUTJnRu4X1fvHR2qBAhb96HtT6Qbsd6zH,199.8
SR9xYF7viecj8DHibTEP3VXSRZUrxGK2SL,199.8
ShUcFWGUFGtdkZAVAKU1A5YXDTYJMiQb1L,187.71
SiSvQg4872YMyi1taTarLuRfhv6CcvT9WP,186.0
SNXwW65eSW762wuCVNJmv7tcAbv4f5BMab,175.42362167
SV9gQKfw4oKv1W1WVrEUCHBLt92j1qcpQe,170.80028829
SNzpEWYSjEw4nYTBwJCAQN5u1EvaF6dRcZ,169.41112166
SWPmu6e6NuDzR5RtYDqGsT6uaLjPVnuuk1,168.81
Sif4GSZz7KotNRgAQsstRZYNmtimQer6AK,168.60929289
SjMN2cuwnga913uAdHqux6emDj8sbvvrRB,168.16985501
SZZ5bgCzsiGUmjF4Mi5fYRH6Lr9RQas3qR,159.9
SNsKWC8P5HrMnSbCSZXKo78tTLiXWH861K,157.56755834
SQCjTuLEnJe2dstrLSGkfhdBBkd9efwi5H,155.61625501
Sg3rStd4TbiXnoPxxJVsUXYaDhuKf31kbM,150.69278666
SbKZzL7ReGfGM5WvazqNHgGp7HwKKWSgSa,149.8
SUQkezTRiiy6TbP1RrkUwdH1nebH1rrVdt,149.64399832
SPCiALEAzGPkGDjHMt5wUqKw7sghJkGj7u,148.68281167
SR4xw9ugFRqe1U2HwYoCdjcPdUt5FYr73D,148.1568904
STmEbEPDz5379PKRdv1tWL8SbWUMRB3fHo,146.799365
SP5N3SzDz7RRt3gHpjzuPefjGakRqSyjFN,143.36799951
Sb16sRoHDvQoV2xpR82VdoELxa1mpdkgn8,143.19759835
